Property ID,Region,Province,District,Locality,PostalCode,Street,Price,PriceType,PropertyType,PropertySubtype,BedroomCount,LivingArea,KitchenType,Furnished,Open_fire,SwimmingPool,Terrace_Area,Garden_Area,FacadeCount,FloorCount,ConstructionYear,StateBuilding,LandWidth,LandSurface,EPCScore,ScrapedURL,HasTerrace,HasGarden
20220183,Brussels,Brussels,Brussels,JETTE,1090,Ferdinand Lenoirstraat,319000,residential_sale,APARTMENT,APARTMENT,2.0,80.0,INSTALLED,0,0,0,,,2.0,2.0,1932.0,JUST_RENOVATED,,,D,https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/20220183,0,0
20220205,Brussels,Brussels,Brussels,Bruxelles 8,1080,,99000,residential_sale,APARTMENT,APARTMENT,1.0,50.0,INSTALLED,0,0,0,2.0,,4.0,,,,,,,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles-8/1080/20220205,1,0
20220236,Brussels,Brussels,Brussels,Schaerbeek,1030,Jacques Jansenstraat,180000,residential_sale,APARTMENT,APARTMENT,1.0,80.0,NOT_INSTALLED,0,0,0,,,2.0,3.0,1920.0,TO_BE_DONE_UP,,,F,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20220236,0,0
20220237,Brussels,Brussels,Brussels,Schaerbeek,1030,Lambermontlaan,329000,residential_sale,APARTMENT,GROUND_FLOOR,2.0,173.0,SEMI_EQUIPPED,0,0,0,20.0,40.0,2.0,4.0,1900.0,TO_BE_DONE_UP,,,E,https://www.immoweb.be/en/classified/ground-floor/for-sale/schaerbeek/1030/20220237,1,1
20220071,Brussels,Brussels,Brussels,Sint-Lambrechts-Woluwe,1200,Boulevard Brand Whitlock,590000,residential_sale,APARTMENT,APARTMENT,3.0,175.0,HYPER_EQUIPPED,0,0,0,,,2.0,,1950.0,AS_NEW,,,G,https://www.immoweb.be/en/classified/apartment/for-sale/sint-lambrechts-woluwe/1200/20220071,0,0
20220170,Brussels,Brussels,Brussels,Molenbeek-Saint-Jean,1080,Boulevard Edmond Machtens,220000,residential_sale,APARTMENT,APARTMENT,2.0,75.0,INSTALLED,0,0,0,17.0,,2.0,9.0,1974.0,JUST_RENOVATED,,,,https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/20220170,1,0
20220169,Brussels,Brussels,Brussels,Molenbeek-Saint-Jean,1080,rue du Menuet 24,239000,residential_sale,APARTMENT,APARTMENT,3.0,130.0,INSTALLED,0,0,0,21.0,,2.0,3.0,,,,,,https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/20220169,1,0
20220070,Brussels,Brussels,Brussels,Forest,1190,Avenue de Monte Carlo,230000,residential_sale,APARTMENT,APARTMENT,2.0,87.0,HYPER_EQUIPPED,0,0,0,15.0,,4.0,14.0,,GOOD,,,E,https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/20220070,1,0
20220166,Brussels,Brussels,Brussels,Anderlecht,1070,,215000,residential_sale,APARTMENT,APARTMENT,2.0,92.0,INSTALLED,0,0,0,15.0,,4.0,7.0,1971.0,,,,D,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20220166,1,0
20219981,Brussels,Brussels,Brussels,Laken (Brussel),1020,Jean-Baptiste Depairelaan,249000,residential_sale,APARTMENT,APARTMENT,2.0,105.0,,0,0,0,,,2.0,4.0,1953.0,,,,G,https://www.immoweb.be/en/classified/apartment/for-sale/laken-brussel/1020/20219981,0,0
