Property ID,Region,Province,District,Locality,PostalCode,Street,Price,PriceType,PropertyType,PropertySubtype,BedroomCount,LivingArea,KitchenType,Furnished,Open_fire,SwimmingPool,Terrace_Area,Garden_Area,FacadeCount,FloorCount,ConstructionYear,StateBuilding,LandWidth,LandSurface,EPCScore,ScrapedURL,HasTerrace,HasGarden
20241609,Flanders,Antwerp,Antwerp,EDEGEM,2650,Henri Dunantstraat,384950,residential_sale,HOUSE,HOUSE,3.0,160.0,SEMI_EQUIPPED,0,0,0,,70.0,2.0,2.0,1960.0,TO_BE_DONE_UP,6.0,170.0,D,https://www.immoweb.be/en/classified/house/for-sale/edegem/2650/20241609,0,1
20241588,Flanders,Antwerp,Turnhout,Balen,2490,Ossenberg,449000,residential_sale,HOUSE,HOUSE,3.0,205.0,,0,0,0,,,4.0,,1978.0,GOOD,34.0,3620.0,C,https://www.immoweb.be/en/classified/house/for-sale/balen/2490/20241588,0,0
20241608,Flanders,Flemish Brabant,Halle-Vilvoorde,Drogenbos,1620,,620000,residential_sale,HOUSE,HOUSE,5.0,210.0,,0,0,0,1.0,,2.0,3.0,,AS_NEW,0.0,90.0,B,https://www.immoweb.be/en/classified/house/for-sale/drogenbos/1620/20241608,1,0
20241610,Flanders,West Flanders,Brugge,Brugge,8000,Baron Ruzettelaan,440000,residential_sale,HOUSE,HOUSE,4.0,195.0,HYPER_EQUIPPED,0,0,0,,,2.0,,,AS_NEW,0.0,215.0,B,https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/20241610,0,0
20241594,Flanders,Limburg,Hasselt,HEUSDEN-ZOLDER,3550,Guido Gezellelaan,329000,residential_sale,HOUSE,HOUSE,3.0,190.0,INSTALLED,0,1,0,,,3.0,,1958.0,GOOD,10.0,1465.0,C,https://www.immoweb.be/en/classified/house/for-sale/heusden-zolder/3550/20241594,0,0
20120588,Wallonie,Liège,Liège,OUPEYE,4680,Rue Adolphe Marquet,499000,residential_sale,HOUSE,HOUSE,4.0,263.0,HYPER_EQUIPPED,0,1,0,16.0,,4.0,1.0,1990.0,AS_NEW,24.0,719.0,D,https://www.immoweb.be/en/classified/house/for-sale/oupeye/4680/20120588,1,0
20241584,Flanders,West Flanders,Tielt,Wielsbeke,8710,Hulstersestraat,310000,residential_sale,HOUSE,HOUSE,2.0,123.0,,0,0,0,,,4.0,3.0,1987.0,GOOD,20.0,634.0,F,https://www.immoweb.be/en/classified/house/for-sale/wielsbeke/8710/20241584,0,0
20134851,Flanders,East Flanders,Dendermonde,HAMME,9220,Drapstraat,299500,residential_sale,HOUSE,HOUSE,4.0,265.0,INSTALLED,0,0,0,,,2.0,,1956.0,TO_RENOVATE,14.0,604.0,F,https://www.immoweb.be/en/classified/house/for-sale/hamme/9220/20134851,0,0
20241582,Wallonie,Namur,Philippeville,Florennes,5620,Rue du Chapitre,190000,residential_sale,HOUSE,MIXED_USE_BUILDING,3.0,225.0,,0,0,0,,,2.0,,,,0.0,0.0,D,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/florennes/5620/20241582,0,0
20241576,Flanders,West Flanders,Oostend,Middelkerke,8430,Lombardsijdelaan,225000,residential_sale,HOUSE,HOUSE,3.0,154.0,,0,0,0,,,2.0,2.0,1938.0,GOOD,0.0,147.0,D,https://www.immoweb.be/en/classified/house/for-sale/middelkerke/8430/20241576,0,0
20230781,Brussels,Brussels,Brussels,Anderlecht,1070,,599000,residential_sale,HOUSE,APARTMENT_BLOCK,10.0,290.0,SEMI_EQUIPPED,0,0,0,,,3.0,,,GOOD,16.0,70.0,G,https://www.immoweb.be/en/classified/apartment-block/for-sale/anderlecht/1070/20230781,0,0
20230760,Brussels,Brussels,Brussels,Uccle,1180,Avenue de la Chênaie,425000,residential_sale,HOUSE,HOUSE,2.0,87.0,INSTALLED,0,0,0,12.0,140.0,3.0,,1900.0,TO_RENOVATE,0.0,0.0,G,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/20230760,1,1
20230682,Brussels,Brussels,Brussels,Schaerbeek,1030,Rue Geefs - Geefsstraat,615000,residential_sale,HOUSE,APARTMENT_BLOCK,5.0,220.0,,0,0,0,15.0,32.0,2.0,2.0,1899.0,GOOD,5.0,142.0,G,https://www.immoweb.be/en/classified/apartment-block/for-sale/schaerbeek/1030/20230682,1,1
20230712,Brussels,Brussels,Brussels,Forest,1190,,895000,residential_sale,HOUSE,HOUSE,3.0,200.0,HYPER_EQUIPPED,0,0,0,27.0,,2.0,2.0,1904.0,AS_NEW,55.0,99.0,E,https://www.immoweb.be/en/classified/house/for-sale/forest/1190/20230712,1,0
11123599,Brussels,Brussels,Brussels,Watermael-Boitsfort,1170,,685000,residential_sale,HOUSE,HOUSE,5.0,320.0,SEMI_EQUIPPED,0,0,0,,175.0,2.0,3.0,1930.0,TO_RENOVATE,5.0,244.0,F,https://www.immoweb.be/en/classified/house/for-sale/watermael-boitsfort/1170/11123599,0,1
20238013,Flanders,Flemish Brabant,Halle-Vilvoorde,Affligem,1790,Blakmeers,895000,residential_sale,HOUSE,VILLA,4.0,344.0,HYPER_EQUIPPED,0,0,0,,,4.0,,1992.0,AS_NEW,0.0,1441.0,C,https://www.immoweb.be/en/classified/villa/for-sale/affligem/1790/20238013,0,0
20230522,Brussels,Brussels,Brussels,Uccle,1180,,635000,residential_sale,HOUSE,HOUSE,3.0,170.0,INSTALLED,0,0,0,,200.0,3.0,,1929.0,GOOD,0.0,374.0,G,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/20230522,0,1
10950380,Brussels,Brussels,Brussels,Evere,1140,,380000,residential_sale,HOUSE,HOUSE,4.0,165.0,HYPER_EQUIPPED,0,0,0,,,2.0,2.0,,,0.0,0.0,C,https://www.immoweb.be/en/classified/house/for-sale/evere/1140/10950380,0,0
